Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,City,Region,Distance_KM,Pickup_Delay_Minutes,Demand_Pressure,Festival,Is_Monsoon
SYN2024022300919,31,4.6,19.120403,72.951112,19.084188,73.123499,2024-02-23,17:14:19,17:27:19,Windy,Low,scooter,Urban,70,Clothing,Mumbai,West,18.11,13,0.952,None,False
SYN2024022300916,23,5.0,19.070744,73.027552,19.117173,72.998656,2024-02-23,09:41:40,09:53:40,Sandstorms,Medium,motorcycle,Metropolitian,53,Toys,Mumbai,West,3.04,12,0.952,None,False
SYN2024022300223,29,4.7,13.088135,80.308499,13.252293,80.368351,2024-02-23,23:15:11,23:35:11,Stormy,Jam,motorcycle,Metropolitian,62,Electronics,Chennai,South,6.49,20,0.952,None,False
SYN2024022300164,23,4.7,18.536448,73.868845,18.422138,73.985037,2024-02-23,15:35:31,15:55:31,Windy,Jam,motorcycle,Metropolitian,97,Apparel,Pune,West,12.26,20,0.952,None,False
SYN2024022300587,32,4.9,19.064017,72.753701,19.019601,72.691676,2024-02-23,19:03:33,19:21:33,Sandstorms,Jam,scooter,Metropolitian,66,Kitchen,Mumbai,West,6.52,18,0.952,None,False
SYN2024022300617,30,4.4,13.111862,80.357118,13.127971,80.206991,2024-02-23,15:13:22,15:30:22,Windy,Jam,motorcycle,Urban,100,Pet Supplies,Chennai,South,16.26,17,0.952,None,False
SYN2024022300418,34,4.5,22.780647,75.920148,22.884243,75.877353,2024-02-23,23:53:15,00:10:15,Windy,Jam,motorcycle,Metropolitian,71,Electronics,Indore,Central,4.39,17,0.952,None,False
SYN2024022300655,32,4.2,23.192392,77.318666,23.262395,77.407492,2024-02-23,21:24:37,21:41:37,Windy,Jam,motorcycle,Urban,76,Shoes,Bhopal,Central,9.08,17,0.952,None,False
SYN2024022300704,33,4.5,22.529118,88.436979,22.586651,88.616747,2024-02-23,18:48:33,19:03:33,Windy,High,motorcycle,Metropolitian,108,Clothing,Kolkata,East,18.46,15,0.952,None,False
SYN2024022300879,25,4.5,22.984513,72.575708,23.077704,72.492223,2024-02-23,17:00:15,17:16:15,Sandstorms,High,motorcycle,Urban,84,Pet Supplies,Ahmedabad,West,8.55,16,0.952,None,False
SYN2024022300763,29,4.4,23.196927,77.328156,23.280808,77.304764,2024-02-23,09:31:46,09:47:46,Fog,Jam,motorcycle,Urban,63,Books,Bhopal,Central,2.4,16,0.952,None,False
SYN2024022300396,32,4.6,23.316113,77.480835,23.131281,77.322388,2024-02-23,11:12:07,11:18:07,Fog,Low,motorcycle,Metropolitian,94,Shoes,Bhopal,Central,16.19,6,0.952,None,False
SYN2024022300904,32,4.2,26.857169,75.814015,26.695807,75.881374,2024-02-23,09:51:06,10:02:06,Fog,Jam,van,Metropolitian,95,Home,Jaipur,North,6.69,11,0.952,None,False
SYN2024022300011,32,4.4,28.61998,77.206273,28.699347,77.206026,2024-02-23,08:35:29,08:40:29,Sunny,Medium,scooter,Metropolitian,57,Kitchen,Delhi,North,0.5,5,0.952,None,False
SYN2024022300651,25,4.9,26.912818,80.89943,27.042528,80.821297,2024-02-23,20:24:26,20:40:26,Cloudy,Jam,motorcycle,Metropolitian,89,Shoes,Lucknow,North,7.75,16,0.952,None,False
SYN2024022300660,29,4.7,13.07761,80.212335,13.068692,80.1933,2024-02-23,18:27:17,18:33:17,Windy,Low,motorcycle,Metropolitian,39,Books,Chennai,South,2.06,6,0.952,None,False
SYN2024022300075,35,4.9,22.82167,72.540984,22.771675,72.420108,2024-02-23,19:29:10,19:47:10,Fog,Jam,motorcycle,Metropolitian,110,Jewelry,Ahmedabad,West,12.39,18,0.952,None,False
SYN2024022300337,26,4.7,12.969915,77.563221,12.826266,77.632833,2024-02-23,09:42:08,10:02:08,Sunny,Jam,motorcycle,Metropolitian,76,Clothing,Bengaluru,South,7.55,20,0.952,None,False
SYN2024022300573,30,4.7,19.035423,72.786814,18.943649,72.782583,2024-02-23,09:35:48,09:50:48,Sandstorms,Jam,motorcycle,Urban,65,Shoes,Mumbai,West,0.5,15,0.952,None,False
SYN2024022300132,29,4.7,26.946027,75.753513,26.989709,75.63464,2024-02-23,15:09:48,15:14:48,Fog,Low,scooter,Metropolitian,61,Electronics,Jaipur,North,11.78,5,0.952,None,False
SYN2024022300209,24,4.2,22.795752,75.847944,22.952034,75.843961,2024-02-23,22:28:00,22:39:00,Sandstorms,Low,motorcycle,Metropolitian,59,Pet Supplies,Indore,Central,0.51,11,0.952,None,False
SYN2024022300346,27,4.5,18.50888,73.865944,18.381838,73.885267,2024-02-23,17:09:55,17:32:55,Cloudy,Jam,motorcycle,Metropolitian,50,Home,Pune,West,2.05,23,0.952,None,False
SYN2024022300238,29,4.9,17.385225,78.402158,17.410643,78.395338,2024-02-23,21:15:23,21:27:23,Windy,Low,motorcycle,Urban,40,Kitchen,Hyderabad,South,0.73,12,0.952,None,False
SYN2024022300775,31,4.6,26.982907,75.777007,26.999504,75.727452,2024-02-23,23:00:48,23:27:48,Stormy,Jam,scooter,Metropolitian,91,Clothing,Jaipur,North,4.91,27,0.952,None,False
SYN2024022300397,31,4.7,19.017906,72.897333,18.996762,72.949403,2024-02-23,19:41:11,20:04:11,Stormy,Jam,motorcycle,Urban,74,Cosmetics,Mumbai,West,5.47,23,0.952,None,False
SYN2024022300809,36,4.5,22.737163,76.074514,22.766109,75.933951,2024-02-23,21:28:18,21:48:18,Fog,Jam,scooter,Metropolitian,93,Clothing,Indore,Central,14.41,20,0.952,None,False
SYN2024022300268,37,4.7,22.682501,75.74821,22.828253,75.809139,2024-02-23,17:39:10,17:48:10,Sandstorms,High,scooter,Metropolitian,58,Apparel,Indore,Central,6.25,9,0.952,None,False
SYN2024022300197,33,4.9,22.754626,75.789587,22.57479,75.701217,2024-02-23,18:41:15,18:57:15,Cloudy,Jam,motorcycle,Metropolitian,80,Kitchen,Indore,Central,9.07,16,0.952,None,False
SYN2024022300537,30,5.0,26.891891,81.024139,26.813517,80.956825,2024-02-23,22:58:22,23:10:22,Sandstorms,High,motorcycle,Metropolitian,80,Books,Lucknow,North,6.68,12,0.952,None,False
SYN2024022300371,37,4.8,13.129746,80.241922,13.196642,80.24273,2024-02-23,21:54:11,22:02:11,Sandstorms,Low,scooter,Metropolitian,53,Shoes,Chennai,South,0.5,8,0.952,None,False
SYN2024022400360,32,4.3,23.169088,77.325911,23.153538,77.447087,2024-02-24,18:16:55,18:32:55,Stormy,Jam,scooter,Urban,70,Electronics,Bhopal,Central,12.39,16,0.904,None,False
SYN2024022400052,22,5.0,22.73174,76.03851,22.828429,76.107664,2024-02-24,19:17:19,19:34:19,Sandstorms,Jam,motorcycle,Metropolitian,86,Toys,Indore,Central,7.09,17,0.904,None,False
SYN2024022400518,29,4.4,20.451804,85.848334,20.356478,85.820902,2024-02-24,21:42:32,22:01:32,Fog,Jam,motorcycle,Metropolitian,69,Grocery,Bhubaneswar,East,2.86,19,0.904,None,False
SYN2024022400853,26,4.7,20.351514,86.021422,20.560264,86.035077,2024-02-24,23:08:35,23:21:35,Windy,Jam,motorcycle,Metropolitian,83,Clothing,Bhubaneswar,East,1.48,13,0.904,None,False
SYN2024022400412,33,4.4,22.589119,88.253373,22.632467,88.334899,2024-02-24,17:37:18,17:48:18,Sandstorms,Low,motorcycle,Metropolitian,49,Skincare,Kolkata,East,8.37,11,0.904,None,False
SYN2024022400045,31,4.7,22.526292,88.470079,22.65418,88.43657,2024-02-24,09:53:46,10:03:46,Fog,Jam,scooter,Metropolitian,76,Toys,Kolkata,East,3.45,10,0.904,None,False
SYN2024022400071,33,4.6,28.768232,77.441966,28.691635,77.385674,2024-02-24,21:59:30,22:17:30,Windy,Jam,scooter,Metropolitian,59,Skincare,Delhi,North,5.49,18,0.904,None,False
SYN2024022400444,40,4.3,22.480969,88.439643,22.443053,88.624381,2024-02-24,22:23:48,22:27:48,Windy,Low,motorcycle,Urban,76,Home,Kolkata,East,18.98,4,0.904,None,False
SYN2024022400493,36,4.5,19.065522,72.687556,19.048523,72.705691,2024-02-24,17:53:12,18:16:12,Stormy,Jam,motorcycle,Metropolitian,68,Jewelry,Mumbai,West,1.91,23,0.904,None,False
SYN2024022400846,35,4.8,18.619062,73.949423,18.716013,73.909256,2024-02-24,18:23:02,18:31:02,Fog,Medium,motorcycle,Metropolitian,64,Grocery,Pune,West,4.24,8,0.904,None,False
SYN2024022400308,30,4.5,17.347821,78.459208,17.539018,78.381438,2024-02-24,19:52:05,20:03:05,Stormy,Low,motorcycle,Metropolitian,53,Jewelry,Hyderabad,South,8.26,11,0.904,None,False
SYN2024022400115,29,4.9,22.678697,75.852559,22.57412,75.846907,2024-02-24,12:50:52,12:56:52,Sunny,Low,scooter,Urban,25,Home,Indore,Central,0.61,6,0.904,None,False
SYN2024022400215,25,4.6,26.815007,75.789056,26.815633,75.746448,2024-02-24,20:11:03,20:28:03,Windy,Jam,scooter,Metropolitian,55,Clothing,Jaipur,North,4.23,17,0.904,None,False
SYN2024022400387,25,4.9,26.930289,80.812967,26.828524,80.944886,2024-02-24,22:38:37,22:47:37,Fog,Medium,scooter,Metropolitian,91,Grocery,Lucknow,North,13.09,9,0.904,None,False
SYN2024022400216,32,4.8,26.849606,80.906426,26.752685,80.937441,2024-02-24,22:11:22,22:21:22,Fog,Low,motorcycle,Metropolitian,50,Shoes,Lucknow,North,3.08,10,0.904,None,False
SYN2024022400320,22,4.6,26.856937,80.837771,27.078741,80.771503,2024-02-24,21:58:00,22:01:00,Sandstorms,Medium,scooter,Metropolitian,36,Grocery,Lucknow,North,6.58,3,0.904,None,False
SYN2024022400136,30,4.5,18.586635,73.753799,18.645493,73.503256,2024-02-24,17:53:56,18:07:56,Stormy,Jam,motorcycle,Metropolitian,130,Toys,Pune,West,26.4,14,0.904,None,False
SYN2024022400720,29,4.3,22.529844,88.141134,22.444299,88.169682,2024-02-24,19:38:28,19:51:28,Stormy,Low,scooter,Metropolitian,26,Jewelry,Kolkata,East,2.94,13,0.904,None,False
SYN2024022400370,28,4.5,23.279597,77.515505,23.387213,77.536686,2024-02-24,18:46:53,18:49:53,Cloudy,Low,motorcycle,Metropolitian,52,Books,Bhopal,Central,2.17,3,0.904,None,False
SYN2024022400431,21,4.8,12.88489,80.308539,12.834674,80.244424,2024-02-24,10:59:44,11:15:44,Cloudy,Jam,motorcycle,Metropolitian,98,Jewelry,Chennai,South,6.95,16,0.904,None,False
SYN2024022400608,39,4.5,13.135676,80.284277,13.245639,80.182049,2024-02-24,19:36:17,19:45:17,Stormy,Low,motorcycle,Metropolitian,77,Shoes,Chennai,South,11.07,9,0.904,None,False
SYN2024022400087,28,4.6,12.967217,77.521063,12.975649,77.57632,2024-02-24,09:05:45,09:09:45,Sandstorms,Low,motorcycle,Metropolitian,55,Sports,Bengaluru,South,5.99,4,0.904,None,False
SYN2024022400552,29,4.3,22.521862,88.346314,22.530867,88.333757,2024-02-24,11:10:48,11:24:48,Sunny,High,scooter,Other,14,Toys,Kolkata,East,1.29,14,0.904,None,False
SYN2024022400605,35,4.9,22.638087,75.854579,22.767587,75.908106,2024-02-24,09:29:15,09:32:15,Fog,Medium,motorcycle,Semi-Urban,96,Sports,Indore,Central,5.5,3,0.904,None,False
SYN2024022400248,29,4.1,23.011865,72.550925,22.896172,72.374489,2024-02-24,08:07:24,08:25:24,Stormy,Jam,motorcycle,Metropolitian,114,Shoes,Ahmedabad,West,18.07,18,0.904,None,False
SYN2024022400247,25,4.8,19.13778,72.854839,18.925676,72.811155,2024-02-24,18:18:14,18:27:14,Sandstorms,Low,van,Metropolitian,69,Apparel,Mumbai,West,4.61,9,0.904,None,False
SYN2024022400507,36,4.9,26.854771,75.788612,26.625088,75.753138,2024-02-24,10:48:32,11:02:32,Cloudy,Jam,motorcycle,Metropolitian,91,Grocery,Jaipur,North,3.55,14,0.904,None,False
SYN2024022400527,25,4.4,20.378151,85.690575,20.388538,85.634716,2024-02-24,09:10:46,09:23:46,Sandstorms,Jam,scooter,Metropolitian,69,Grocery,Bhubaneswar,East,5.82,13,0.904,None,False
SYN2024022400026,26,4.8,18.491012,74.007803,18.444772,73.96826,2024-02-24,21:13:43,21:32:43,Stormy,Jam,motorcycle,Other,47,Electronics,Pune,West,4.17,19,0.904,None,False
SYN2024022400417,18,4.8,23.107782,77.376406,23.019289,77.32115,2024-02-24,18:57:44,19:09:44,Sunny,Medium,motorcycle,Metropolitian,65,Jewelry,Bhopal,Central,5.66,12,0.904,None,False
SYN2024022400580,34,4.4,26.905328,75.889856,26.843738,75.846802,2024-02-24,22:01:37,22:08:37,Windy,Medium,motorcycle,Metropolitian,63,Shoes,Jaipur,North,4.27,7,0.904,None,False
SYN2024022400508,27,4.8,26.917484,75.882952,26.927116,75.893568,2024-02-24,21:11:33,21:29:33,Windy,Jam,motorcycle,Urban,78,Jewelry,Jaipur,North,1.05,18,0.904,None,False
SYN2024022400286,28,4.9,13.235997,80.399333,13.109274,80.232546,2024-02-24,16:49:19,16:59:19,Sunny,Low,van,Metropolitian,50,Cosmetics,Chennai,South,18.06,10,0.904,None,False
SYN2024022400646,35,4.5,23.342347,77.476048,23.307003,77.536594,2024-02-24,17:39:29,17:54:29,Stormy,High,scooter,Metropolitian,79,Books,Bhopal,Central,6.18,15,0.904,None,False
SYN2024022400040,28,4.4,22.645453,75.826413,22.711879,75.87491,2024-02-24,14:43:04,14:55:04,Fog,High,motorcycle,Metropolitian,85,Sports,Indore,Central,4.98,12,0.904,None,False
SYN2024022400011,42,5.0,22.67687,88.453679,22.649303,88.670079,2024-02-24,20:08:41,20:17:41,Cloudy,High,scooter,Urban,118,Apparel,Kolkata,East,22.2,9,0.904,None,False
SYN2024022400153,26,4.7,18.39806,73.890451,18.550313,73.903656,2024-02-24,17:30:12,17:48:12,Sandstorms,Jam,motorcycle,Metropolitian,65,Jewelry,Pune,West,1.42,18,0.904,None,False
SYN2024022400211,37,5.0,23.106257,72.570066,23.052064,72.500482,2024-02-24,19:32:59,19:40:59,Stormy,Medium,scooter,Metropolitian,50,Electronics,Ahmedabad,West,7.12,8,0.904,None,False
SYN2024022400079,29,4.4,20.265476,85.992179,20.372779,85.897347,2024-02-24,11:14:26,11:22:26,Fog,Low,scooter,Metropolitian,71,Shoes,Bhubaneswar,East,9.89,8,0.904,None,False
SYN2024022400621,36,4.5,20.27577,85.810084,20.231526,86.047469,2024-02-24,19:11:47,19:21:47,Sunny,Low,scooter,Metropolitian,84,Grocery,Bhubaneswar,East,24.76,10,0.904,None,False
SYN2024022400657,33,4.4,22.994672,72.599032,23.007638,72.522332,2024-02-24,12:13:40,12:33:40,Fog,Jam,motorcycle,Metropolitian,106,Jewelry,Ahmedabad,West,7.85,20,0.904,None,False
SYN2024022400172,37,4.8,22.678454,75.853482,22.705983,75.950555,2024-02-24,20:13:06,20:29:06,Stormy,Jam,motorcycle,Metropolitian,75,Home,Indore,Central,9.96,16,0.904,None,False
SYN2024022400747,32,4.8,18.628403,73.710201,18.656819,73.698476,2024-02-24,16:54:46,17:01:46,Windy,Medium,scooter,Metropolitian,41,Home,Pune,West,1.24,7,0.904,None,False
SYN2024022400180,32,5.0,28.618225,77.139671,28.752469,77.161507,2024-02-24,19:06:17,19:17:17,Sandstorms,Jam,motorcycle,Metropolitian,83,Clothing,Delhi,North,2.15,11,0.904,None,False
SYN2024022400763,34,4.5,12.996096,77.470281,12.916792,77.591371,2024-02-24,22:40:26,22:54:26,Sunny,Jam,motorcycle,Metropolitian,90,Snacks,Bengaluru,South,13.12,14,0.904,None,False
SYN2024022400519,26,4.6,22.555306,75.99267,22.608315,76.040565,2024-02-24,22:06:47,22:13:47,Cloudy,Low,scooter,Metropolitian,65,Shoes,Indore,Central,4.92,7,0.904,None,False
SYN2024022400465,26,4.6,26.909065,80.920595,26.91213,80.744933,2024-02-24,17:18:58,17:30:58,Fog,High,scooter,Metropolitian,108,Sports,Lucknow,North,17.42,12,0.904,None,False
SYN2024022400435,25,4.9,22.978374,72.605916,22.954826,72.837867,2024-02-24,10:28:16,10:37:16,Sandstorms,Jam,van,Metropolitian,132,Books,Ahmedabad,West,23.75,9,0.904,None,False
SYN2024022400199,18,4.8,17.406353,78.494702,17.500533,78.478413,2024-02-24,14:27:08,14:33:08,Sandstorms,Medium,motorcycle,Metropolitian,75,Cosmetics,Hyderabad,South,1.74,6,0.904,None,False
SYN2024022400505,26,4.9,28.6795,77.211807,28.748549,77.082573,2024-02-24,17:34:31,17:40:31,Cloudy,Medium,motorcycle,Metropolitian,94,Home,Delhi,North,12.6,6,0.904,None,False
SYN2024022400217,33,4.6,26.799385,75.692951,26.80979,75.757613,2024-02-24,13:08:11,13:19:11,Sunny,High,motorcycle,Metropolitian,51,Apparel,Jaipur,North,6.42,11,0.904,None,False
SYN2024022400287,26,4.7,18.586163,73.897271,18.597043,73.826269,2024-02-24,09:46:15,09:55:15,Cloudy,High,van,Metropolitian,84,Jewelry,Pune,West,7.48,9,0.904,None,False
SYN2024022400490,22,4.7,18.598936,73.799767,18.75653,73.911555,2024-02-24,20:37:02,20:48:02,Windy,Low,motorcycle,Metropolitian,64,Books,Pune,West,11.78,11,0.904,None,False
SYN2024022400529,24,4.5,23.318056,77.470097,23.481257,77.587436,2024-02-24,17:27:16,17:41:16,Windy,High,motorcycle,Metropolitian,85,Clothing,Bhopal,Central,11.98,14,0.904,None,False
SYN2024022400347,26,4.4,12.999914,77.633188,13.002083,77.572315,2024-02-24,21:29:20,21:45:20,Sandstorms,Jam,motorcycle,Metropolitian,91,Apparel,Bengaluru,South,6.6,16,0.904,None,False
SYN2024022400134,42,4.7,28.696745,77.293902,28.664918,77.376722,2024-02-24,18:29:09,18:34:09,Fog,Medium,scooter,Metropolitian,63,Pet Supplies,Delhi,North,8.08,5,0.904,None,False
SYN2024022400814,37,4.9,26.930541,75.697071,27.043172,75.533642,2024-02-24,09:05:36,09:23:36,Sunny,Jam,scooter,Urban,66,Electronics,Jaipur,North,16.2,18,0.904,None,False
SYN2024022400231,31,4.8,26.993789,75.715529,27.049433,75.74096,2024-02-24,21:09:15,21:21:15,Cloudy,Low,scooter,Metropolitian,66,Pet Supplies,Jaipur,North,2.52,12,0.904,None,False
SYN2024022400205,41,4.6,20.322804,85.884413,20.2572,85.735132,2024-02-24,20:12:36,20:32:36,Fog,Jam,motorcycle,Urban,104,Outdoors,Bhubaneswar,East,15.57,20,0.904,None,False
SYN2024022400163,30,4.6,26.969103,75.909765,26.965063,75.80436,2024-02-24,21:58:46,22:01:46,Windy,Medium,motorcycle,Urban,60,Sports,Jaipur,North,10.45,3,0.904,None,False
SYN2024022500455,30,4.9,17.305003,78.502262,17.197142,78.503109,2024-02-25,23:17:08,23:31:08,Sandstorms,Jam,motorcycle,Metropolitian,84,Grocery,Hyderabad,South,0.5,14,0.883,None,False
SYN2024022500584,27,4.8,22.685074,75.826719,22.603987,76.085599,2024-02-25,18:18:21,18:33:21,Sandstorms,Jam,motorcycle,Urban,109,Toys,Indore,Central,26.57,15,0.883,None,False
SYN2024022500343,18,4.6,23.189304,77.469246,23.298752,77.498064,2024-02-25,11:33:54,11:41:54,Stormy,Low,motorcycle,Metropolitian,61,Cosmetics,Bhopal,Central,2.95,8,0.883,None,False
SYN2024022500286,18,5.0,26.665719,81.095622,26.815141,81.02885,2024-02-25,15:22:23,15:30:23,Cloudy,Low,scooter,Metropolitian,68,Books,Lucknow,North,6.64,8,0.883,None,False
SYN2024022500590,24,5.0,13.183368,80.27449,13.178661,80.079554,2024-02-25,17:10:32,17:14:32,Fog,Low,motorcycle,Metropolitian,100,Electronics,Chennai,South,21.1,4,0.883,None,False
SYN2024022500166,34,4.9,22.464192,88.358109,22.586562,88.372318,2024-02-25,22:38:15,22:59:15,Windy,Jam,motorcycle,Metropolitian,91,Pet Supplies,Kolkata,East,1.48,21,0.883,None,False
SYN2024022500585,39,4.8,28.620286,77.2476,28.711573,77.223685,2024-02-25,21:15:45,21:26:45,Fog,Medium,motorcycle,Urban,77,Electronics,Delhi,North,2.34,11,0.883,None,False
SYN2024022500344,40,5.0,17.427186,78.56271,17.439206,78.739682,2024-02-25,17:53:10,18:11:10,Windy,Jam,van,Metropolitian,96,Grocery,Hyderabad,South,18.77,18,0.883,None,False
SYN2024022500029,34,4.9,26.857823,80.938546,26.898204,80.853003,2024-02-25,08:29:52,08:46:52,Sandstorms,Jam,scooter,Metropolitian,71,Cosmetics,Lucknow,North,8.48,17,0.883,None,False
SYN2024022500820,23,5.0,26.923184,80.944796,27.020822,80.9523,2024-02-25,19:31:58,19:51:58,Windy,Jam,motorcycle,Metropolitian,79,Books,Lucknow,North,0.77,20,0.883,None,False
SYN2024022500652,35,4.5,22.719555,88.341746,22.750218,88.422884,2024-02-25,17:17:41,17:25:41,Windy,Low,van,Metropolitian,45,Grocery,Kolkata,East,8.32,8,0.883,None,False
SYN2024022500858,27,4.7,23.01271,72.472883,22.791157,72.561388,2024-02-25,20:44:38,20:57:38,Cloudy,Medium,motorcycle,Metropolitian,91,Books,Ahmedabad,West,9.08,13,0.883,None,False
SYN2024022500371,34,5.0,20.217911,85.785279,20.173841,85.890601,2024-02-25,18:36:15,18:45:15,Windy,High,motorcycle,Urban,69,Sports,Bhubaneswar,East,10.99,9,0.883,None,False
SYN2024022500603,23,4.5,18.561954,73.907231,18.476853,73.923561,2024-02-25,20:09:42,20:24:42,Sunny,Jam,van,Urban,45,Clothing,Pune,West,1.73,15,0.883,None,False
SYN2024022500709,39,4.2,12.928325,77.607507,12.970885,77.588054,2024-02-25,20:00:02,20:16:02,Cloudy,Jam,motorcycle,Metropolitian,85,Cosmetics,Bengaluru,South,2.11,16,0.883,None,False
SYN2024022500662,22,4.8,12.895458,77.761199,12.785083,77.754326,2024-02-25,17:07:37,17:15:37,Stormy,Medium,motorcycle,Urban,41,Cosmetics,Bengaluru,South,0.78,8,0.883,None,False
SYN2024022500622,21,4.9,28.58947,77.225835,28.648805,77.228885,2024-02-25,09:03:21,09:18:21,Sandstorms,Low,motorcycle,Metropolitian,76,Snacks,Delhi,North,0.5,15,0.883,None,False
SYN2024022500756,34,4.9,20.327507,85.687593,20.4088,85.770895,2024-02-25,20:53:28,21:09:28,Sandstorms,Jam,motorcycle,Metropolitian,83,Home,Bhubaneswar,East,8.69,16,0.883,None,False
SYN2024022500670,31,4.9,23.273375,77.241068,23.378685,76.938499,2024-02-25,10:44:40,10:58:40,Windy,High,motorcycle,Metropolitian,148,Shoes,Bhopal,Central,30.89,14,0.883,None,False
SYN2024022500651,40,4.7,23.079201,72.596911,22.968355,72.591358,2024-02-25,22:29:17,22:36:17,Sandstorms,Low,motorcycle,Metropolitian,31,Cosmetics,Ahmedabad,West,0.61,7,0.883,None,False
SYN2024022500766,26,4.8,26.887828,80.981354,26.975029,80.994695,2024-02-25,08:15:45,08:22:45,Windy,Medium,motorcycle,Urban,38,Home,Lucknow,North,1.33,7,0.883,None,False
SYN2024022500221,29,4.4,17.455127,78.520403,17.560489,78.547104,2024-02-25,23:48:14,00:06:14,Cloudy,Jam,scooter,Metropolitian,69,Sports,Hyderabad,South,2.84,18,0.883,None,False
SYN2024022500601,35,5.0,18.5076,73.826374,18.306696,73.712923,2024-02-25,18:47:51,18:55:51,Sunny,Low,motorcycle,Metropolitian,86,Sports,Pune,West,11.98,8,0.883,None,False
SYN2024022500403,25,4.7,26.806569,80.755181,26.719047,80.836511,2024-02-25,21:49:37,22:01:37,Windy,Jam,van,Metropolitian,62,Jewelry,Lucknow,North,8.08,12,0.883,None,False
SYN2024022500200,21,4.4,13.064651,80.411689,13.097651,80.271237,2024-02-25,18:26:46,18:33:46,Sunny,Medium,motorcycle,Metropolitian,101,Grocery,Chennai,South,15.21,7,0.883,None,False
SYN2024022500235,24,4.4,28.45095,77.357087,28.407092,77.308929,2024-02-25,10:58:50,11:13:50,Cloudy,High,motorcycle,Metropolitian,88,Books,Delhi,North,4.71,15,0.883,None,False
SYN2024022500075,30,4.6,17.408808,78.422812,17.389376,78.473907,2024-02-25,21:17:15,21:21:15,Sandstorms,Low,van,Metropolitian,57,Outdoors,Hyderabad,South,5.42,4,0.883,None,False
SYN2024022500067,36,4.7,17.377242,78.392056,17.443395,78.340275,2024-02-25,19:04:31,19:14:31,Stormy,Low,motorcycle,Metropolitian,39,Snacks,Hyderabad,South,5.5,10,0.883,None,False
SYN2024022500579,39,4.4,23.069781,72.646747,23.092084,72.648053,2024-02-25,20:09:51,20:31:51,Fog,Jam,motorcycle,Metropolitian,57,Outdoors,Ahmedabad,West,0.5,22,0.883,None,False
SYN2024022500725,28,4.8,26.937578,75.744698,26.931533,75.713081,2024-02-25,17:47:48,18:06:48,Stormy,Jam,van,Urban,40,Sports,Jaipur,North,3.13,19,0.883,None,False
SYN2024022500273,30,4.9,18.458137,73.772681,18.451988,73.800485,2024-02-25,22:55:32,22:58:32,Fog,Medium,scooter,Metropolitian,42,Snacks,Pune,West,2.93,3,0.883,None,False
SYN2024022500738,29,5.0,20.180529,85.775313,20.424143,85.829991,2024-02-25,23:35:22,23:39:22,Sunny,Low,motorcycle,Urban,49,Snacks,Bhubaneswar,East,5.72,4,0.883,None,False
SYN2024022500107,28,4.8,13.05699,77.553817,13.029258,77.536078,2024-02-25,22:13:23,22:27:23,Stormy,Low,motorcycle,Metropolitian,67,Grocery,Bengaluru,South,1.92,14,0.883,None,False
SYN2024022500702,32,4.9,18.37561,73.998061,18.56342,74.087424,2024-02-25,18:19:47,18:37:47,Sandstorms,Jam,motorcycle,Metropolitian,65,Apparel,Pune,West,9.43,18,0.883,None,False
SYN2024022500289,32,4.7,13.072387,80.28428,12.907206,80.35599,2024-02-25,11:22:03,11:33:03,Fog,Medium,motorcycle,Urban,67,Books,Chennai,South,7.78,11,0.883,None,False
SYN2024022500095,33,5.0,20.369215,85.950428,20.288636,85.860332,2024-02-25,11:53:18,12:07:18,Windy,Jam,motorcycle,Metropolitian,111,Apparel,Bhubaneswar,East,9.4,14,0.883,None,False
SYN2024022500144,24,4.6,20.345708,85.956338,20.310389,86.054999,2024-02-25,10:25:25,10:42:25,Sunny,Jam,motorcycle,Metropolitian,67,Outdoors,Bhubaneswar,East,10.29,17,0.883,None,False
SYN2024022500634,27,4.5,26.865396,80.981468,26.711005,80.84643,2024-02-25,22:12:04,22:19:04,Fog,Low,scooter,Other,57,Toys,Lucknow,North,13.41,7,0.883,None,False
SYN2024022500244,41,4.2,23.006376,72.528387,22.972801,72.347095,2024-02-25,21:47:40,22:02:40,Stormy,High,scooter,Urban,75,Electronics,Ahmedabad,West,18.56,15,0.883,None,False
SYN2024022500374,27,4.4,27.042575,75.8264,27.140788,75.862037,2024-02-25,20:54:11,21:15:11,Stormy,Jam,motorcycle,Metropolitian,77,Outdoors,Jaipur,North,3.53,21,0.883,None,False
SYN2024022500697,24,5.0,22.601201,88.306184,22.602071,88.362944,2024-02-25,19:33:28,19:43:28,Fog,Low,motorcycle,Metropolitian,47,Apparel,Kolkata,East,5.83,10,0.883,None,False
SYN2024022500474,20,4.9,18.514817,73.893683,18.543935,74.05857,2024-02-25,23:01:39,23:07:39,Fog,Medium,van,Metropolitian,82,Books,Pune,West,17.38,6,0.883,None,False
SYN2024022500834,23,4.4,20.255592,85.912422,20.223349,85.973273,2024-02-25,20:41:25,20:57:25,Stormy,Jam,scooter,Metropolitian,81,Clothing,Bhubaneswar,East,6.35,16,0.883,None,False
SYN2024022500404,31,4.4,26.906708,80.913784,26.947923,80.903088,2024-02-25,22:12:40,22:32:40,Stormy,Jam,scooter,Metropolitian,62,Toys,Lucknow,North,1.06,20,0.883,None,False
